id,output,gt,text
574,null,null,"""The lightweight nike Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability."""
575,null,null,"""Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic synthetic leather upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your nike pride."""
576,null,null,"""Stylish and sleek nike Hoist sandals for men. Adjustable straps enable optimal fit while the synthetic leather upper with embossing details for structure and style. The soft EVA footbed provide enhanced comfort. Durable and rugged rubber outsole with wet and dry traction pattern keeps you in control."""
577,null,null,"""These running-inspired shoes are designed with a knit upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off."""
578,null,null,"""The nike Tell Path 19 shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. Light strike EVA midsole with durable rubber outsole offers superior grip and traction in all directions."""
579,null,null,"""These shoes pack '90s attitude into a runner silhouette. The sleek shape boasts a smooth leather upper with tech-inspired neoprene details for an extra vintage feel. Pillow-soft cushioning brings unparalleled comfort to your every step."""
580,null,null,"""Great everyday trainer for modern runner to go that extra mile. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and Rubber outsole provide comfort and support to their every step."""
581,null,null,"""These men's versatile running shoes are ideal for the treadmill or the trail. They feature a durable two-layer mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole provides long-lasting wear."""
582,null,null,"""The nike Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain."""
583,null,null,"""These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability."""
584,null,null,"""Stylish and sleek nike sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control."""
585,null,null,"""These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces."""
586,null,null,"""The premium looking nike Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability."""
587,null,null,"""These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry."""
589,null,null,"""These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces."""
591,null,null,"""These running-inspired shoes are designed with a knit upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off."""
592,null,null,"""These suede and leather shoes revive an '80s design that inspired the NMD R1's unique midsole plugs. Originally made for running on asphalt, the Rising Star featured removable midsole plugs to let runners adjust their cushioning level. Boost cushioning offers energy return in every stride."""
593,null,null,"""Originally launched for activities like aerobics and tennis, this '80s throwback design shows off retro charm. It offers a distinctive look with a chunky profile and a split cupsole. An EVA insert at the midsole gives an extra-cushioned, flexible feel. These shoes are made of soft leather and give off a little shine with metallic and snake-print details on the swerving stripe and heel patch. A logo window next to the laces completes the vintage look."""
594,null,null,"""What's love got to do with it? EVERYTHING. An instant icon since 1970, the world famous nike Superstar shoe gets a charming update. With every step you take, show the world that love reigns supreme. These shell-toe shoes show off a splash of printed hearts and appliqu\u00c3\u00a9 embroidered Trefoils. Printed hearts on the laces remind you to share the power of love every time you lace up."""
595,null,null,"""The sleek looking nike Adispree 5.0 running shoes for men crafted with Synthetic overlays with Mesh upper. The breathable Mesh and Synthetic upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability."""
596,null,null,"""The nike Kyris 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability."""
597,null,null,"""These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear."""
598,null,null,"""The Supercourt RX serves up court style with a modern look. These shoes show off an animal-print leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces. Comes with an extra set of coloured laces."""
599,null,null,"""Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation."""
600,null,null,"""The Supercourt RX serves up court style with a modern look. These shoes show off a leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces."""
601,null,null,"""An nike retro style made for everyday durability. These shoes update a classic running look with extra midsole cushioning to give you comfort for your whole day. Put your 3-Stripes pride on display."""
602,null,null,"""Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides."""
603,null,null,"""Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure."""
605,null,null,"""Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation."""
606,null,null,"""When a shoe has been at the top of its game for almost half a century, you know there's something pretty special about it. That's the story of the nike Superstar trainers. They've been cultural touchstones for 50 years, and they're just getting started. These shoes put a trendy spin on the look with a see-through TPU upper and a thick platform outsole that gives you a high vantage point."""
608,null,null,"""Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. The sturdy rubber shell toe was first designed to protect the toes of B-ball pros across America. For the purists at heart, we strip it back in this minimalist all-leather version. No more sports features. It's a true fashion take but unmistakably the nike Superstar silhouette. Clean lines and intricate gold branding add a touch of class. Make a casual look chic or dress down your outfit for a special occasion? It works both ways."""
609,null,null,"""Slip-on on your feet and have a chic look in no time. The shoelace-free design has a sporty upper made with elastic straps that wrap around your feet, providing a cozy and comfortable fit. Its modern style stands out in the most diverse combinations, from miniskirt to flare pants."""
610,null,null,"""First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, nike Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic."""
611,null,null,"""You like to mix and match and make things your own. Same with the nike SL Andridge Shoes. Flaunt the eclectic mix of satin nylon, suede and patent leather, accented with pops of retro colour. Step up to a stacked sole for a little extra height and a lot of on-trend style."""
612,null,null,"""First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, nike Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic."""
613,null,null,"""Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation."""
614,null,null,"""Don't be afraid to shine. These shoes have the best of nike' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look."""
615,null,null,"""First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, nike Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style with a snakeskin-pattern upper that shines with metallic details. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic."""
616,null,null,"""Don't be afraid to shine. These shoes have the best of nike' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look."""
617,null,null,"""Dominate the daily grind. These Swift Run RF Shoes steal style from joggers so you can keep the pace from morning lattes to late-night concerts. The supportive mesh upper and lightweight cushioning keep you comfy no matter how long your day runs."""
618,null,null,"""Slip-on on your feet and have a chic look in no time. The shoelace-free design has a sporty upper made with elastic straps that wrap around your feet, providing a cozy and comfortable fit. Its modern style stands out in the most diverse combinations, from miniskirt to flare pants."""
619,null,null,"""Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. Favoured by top-level B-ball players for its protective construction, our scalloped rubber shell toe remains. A lifestyle staple recognised the world over. Subtle yet provocative gleaming patent snakeskin through the serrated 3-Stripes and heel patch adds extra edge to any look. So whether you're dressing up or dressing down, make this statement sneaker your own."""
620,null,null,"""You were born to sparkle. The Rivalry Low owned the hardwood in the '80s, but its influence extended far beyond basketball. Ready to be rediscovered by a new generation of skaters and artists, these nike shoes have a soft leather upper with sequin details for a glamorous look that stands out from the crowd."""
621,null,null,"""Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. The sturdy rubber shell toe was first designed to protect the toes of B-ball pros across America. For the purists at heart, we strip it back in this minimalist all-leather version. No more sports features. It's a true fashion take but unmistakably the nike Superstar silhouette. Clean lines and intricate gold branding add a touch of class. Make a casual look chic or dress down your outfit for a special occasion? It works both ways."""
622,null,null,"""Dominate the daily grind. These Swift Run RF Shoes steal style from joggers so you can keep the pace from morning lattes to late-night concerts. The supportive mesh upper and lightweight cushioning keep you comfy no matter how long your day runs."""
623,null,null,"""When a shoe has been at the top of its game for almost half a century, you know there's something pretty special about it. That's the story of the nike Superstar trainers. They've been cultural touchstones for 50 years, and they're just getting started. These shoes put a trendy spin on the look with a see-through TPU upper and a thick platform outsole that gives you a high vantage point."""
624,null,null,"""This design is inspired by vintage Taekwondo styles originally worn to perfect high kicks and rapid foot strikes. The canvas shoes make a streetwear fashion statement as a chic, foot-hugging slip-on. They're shaped for a narrow, women's-specific fit and ride on a soft gum rubber outsole."""
625,null,null,"""The sneaker that changed the face of '70s basketball. That shook up '80s hip hop. Today's ultimate lifestyle staple has never shied away from standing out. Drawing upon all its original glory, this unique rendition features a touch of gold. Its defining feature \u00c3?\u00c2\u00a2?? shiny patent snakeskin that catches the light just right. Like to follow your own path? Embrace this fierce spin on classic by teaming the shoe with a different look - that's unique to you - every day. From an all-black outfit to pastel layers and everything in between, play the style game your way. Whether you're working hard or playing harder, bring the Superstar sneaker into a space of its own."""
626,null,null,"""B-ball hero. Hip hop icon. Cultural power player. Still going strong after fifty years, the nike Superstar trainer deserves the gold. These shoes flash a golden metal shell toe for 24-karat style. A smooth leather upper is accented with glossy patent leather and metallic details to amp up the shine."""
627,null,null,"""These shoes bring the flexibility and feel of lightweight runners to a modern look. The innovative knit upper flashes seamless 3-Stripes on the sides. Ultra-soft cushioning keeps you comfortable all day."""
628,null,null,"""Deerupt taps into the disruptive spirit of contemporary art with a high-impact minimalist design. These shoes are lightweight and collapsible for easy packing. The upper and midsole are covered with a flexible mesh netting that provides light compression for a snug, comfortable feel."""
629,null,null,"""With a nod to technical outerwear, these shoes blend heritage style with modern innovation. The breathable nike Primeknit upper is detailed with knit-in color accents. Monofilament yarn in the upper enhances the breathability and see-through look. The Boost midsole provides responsive comfort and is accented with distinctive NMD plugs."""
630,null,null,"""A pioneer of contemporary street style, NMD is futuristic and fearless. It rejects the status quo and returns to nike heritage for inspiration, where it remixes the best of the past for the right here, right now. These women's shoes are made with a flexible, ultralight nike Primeknit upper that has sock-like construction for a close, contoured fit. Boost cushioning is soft yet responsive. EVA midsole inserts give the shoes signature NMD style."""
631,null,null,"""Updated for extra comfort, these shoes add modern cushioning to a '70s-style runner. The lightweight upper has a stretch mesh build detailed with suede overlays and serrated 3-Stripes. Boost in the midsole provides durable cushioning."""
632,null,null,"""Steeped in nostalgia, the Continental captures the look of indoor sneakers from the early 1980s. These shoes have a canvas upper with a nubuck toe cap. The vulcanized rubber outsole keeps the look clean and classic while providing a comfortable, flexible feel."""
633,null,null,"""These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The rugged upper mixes breathable mesh and suede overlays with iconic 3-Stripes branding. A midfoot webbing print highlights the addition of responsive Boost cushioning."""
634,null,null,"""Don't be afraid to shine. These shoes have the best of nike' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look."""
635,null,null,"""Stylish and sleek nike Mobe sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control."""
636,null,null,"""A modern classic made for everyone, these skate shoes feature Jake Donnelly's signature colours. The white leather upper has suede details, and it features a gold-accented \""Donnelly\"" on the heel. The shoes ride a Geoflex outsole that moves naturally with your foot, providing great board feel."""
637,null,null,"""Stylish and sleek nike sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control."""
639,null,null,"""The Supercourt distills 40 years of nike tennis style. This version of the classic low-profile shoes has perforated 3-Stripes on a crisp leather upper. Decorative stitching and overlays add texture and depth for a multilayered look."""
640,null,null,"""These women's shoes show off running-inspired style with a knit upper that hugs the foot for a sock-like fit. Outsole cutouts flash a peek at a Cloudfoam midsole that offers optimal comfort."""
642,null,null,"""These shoes follow in the style steps of nike' first trail running shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with the iconic 3-Stripes in contrast colour. Extra comfort comes from the energy-returning Boost midsole."""
643,null,null,"""Designed for skate but with an easy, everyday style. These shoes have a durable canvas and nylon upper that holds up to regular skate sessions. A flexible rubber outsole provides superior grip on your board. Targeted cushioning in the heel helps absorb impact for when you're riding hard."""
645,null,null,"""The Tubular Shadow takes the progressive, running-inspired design of the Tubular series and pares it down for maximum wearability. These women's shoes have a Kevlar\u00c3?\u00c2\u00ae and ripstop upper and an innovative wrap closure. The EVA outsole nods to Tubular's distinctive rippled look."""
647,null,null,"""A go-to sneaker must be comfortable, and it must look good wherever, whenever. Drawing on decades of nike running heritage, these Swift Run shoes for women offer a modern mix of sporty style and all-day wearability. Made of adaptive, supportive nike Primeknit with a multicolored lining that shows through at the toe, these shoes are engineered to fit like a sock. They ride on a comfy, all-purpose foam midsole with thin, flexible rubber tread."""
648,null,null,"""First launched in the '50s as an indoor sneaker, the Samba is now a street fashion fave. These shoes transform the Samba's classic low-profile style into a glamorous platform design. They pair a glossy patent leather upper with a rubber outsole. A laser-cut pattern on the heel and 3-Stripes adds eye-catching details."""
649,null,null,"""The Supercourt RX serves up court style with a modern look. These shoes show off an animal-print leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces. Comes with an extra set of coloured laces."""
650,null,null,"""Looking to the legacy styles for inspiration, nike Originals always creates something new. These Everyn Shoes draw on decades of experience and lay the foundation for the future of clean, classic court style."""
651,null,null,"""Glam never looked so good. These nike SAMBAROSE shoes reinvent the Samba, known for its classic football-inspired look, as a catwalk-worthy platform shoe. The buttery-soft leather upper (with a full leather tongue and lining) is embellished with sequins for a standout look. Reach new heights in the textured gum-rubber outsole that adds an extra boost to your stance. You were made for this moment."""
652,null,null,"""Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability."""
653,null,null,"""These tennis-inspired shoes feature a soft suede upper and a comfortable textile lining. A gum rubber cupsole with a vulcanised look and leather-like 3-Stripes provide all-day style."""
654,null,null,"""These women's training shoes bring a better-than-barefoot feel to the gym. Their responsive midsole-outsole design supports increased muscle activation for a more efficient workout. The flex-groove outsole allows natural motion and enhances traction."""
656,null,null,"""Steeped in nostalgia, the Continental 80 captures the retro look of indoor sneakers from the early 1980s. Made in soft nubuck, these shoes feature a swooping two-tone stripe and a distinctive split rubber cupsole that's built for a comfortable, flexible feel."""
657,null,null,"""nike Originals brings back a classic with these Nizza Low shoes. Originally conceived as basketball trainers, their clean looks and casual design made them a style hit on the streets"""
660,null,null,"""These shoes are a faithful reissue of the classic 1991 Gazelle. Authentic details like an ultra-soft suede upper, contrasting 3-Stripes and a T-shape toe recall early-'90s style. A metallic-gold logo completes the look."""
661,null,null,"""These women's shoes fuse classic style with modern technology. Inspired by the iconic '80s Mercury sneaker, a vintage-inspired mesh upper shows off serrated 3-Stripes. Responsive Boost cushioning gives them a lightweight, modern feel."""
663,null,null,"""The P.O.D. System revives the best of '90s cushioning with a modern look and feel. These shoes are made with a snug and supportive knit upper and feature a '90s-era modular midsole. For a modern update, they're built with Boost in the heel, bringing responsive cushioning to the most important part of your stride."""
664,null,null,"""The Lexicon launched in the mid '90s to give structured support and stability to serious runners. These shoes bring back the retro-tech look with the same lightweight mesh upper and textured suede 3-Stripes as the 1994 version. The translucent tube that runs through the eyestay and collar for pressure distribution adds an authentic detail from the archive design."""
665,null,null,"""The nike Glenn M shoes for men crafted with Mesh upper for added comfort and breathability. They come with Lightstrike EVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability."""
667,null,null,"""Experience explosive energy and modern style with this new designed nike Stardrift shoes for men. Sandwich mesh upper for maximum ventilation. They come with with edgy three stripes design."""
668,null,null,"""Named after one of tennis' all-time greats, the Stan Smith is beloved for its sleek, minimalist style. These shoes rebuild the classic lines for winter with a tough ballistic nylon and leather upper. They're built to shed water with a durable water-resistant finish. Reflective details add a bright flash to grey days."""
670,null,null,"""Daring and unabashedly eccentric, Yung-96 captures the rebellious spirit of the 1990s. This seasonal version features wavy overlays that mirror the '96 Yung Trail, an archival trail shoe. The shoes are made of mesh, suede and textile upper and offer a supportive, cushioned feel."""
671,null,null,"""Taking style cues from premium technical outerwear, these shoes blend '80s heritage with modern comfort. The soft and stretchy knit upper shows off subtle 3-Stripes and a translucent heel cage. Iconic EVA plugs accent the Boost midsole, nike' most responsive cushioning ever."""
672,null,null,"""Ready to conquer the mountain, these men's Terrex CMTK shoes keep you fast and stable over alpine terrain. Developed with athlete insights, these shoes are extremely lightweight and provide extraordinary grip for competitive racing. The mesh and synthetic upper has a breathable, sock-like construction for an optimal fit and comfort, while an EVA midsole cushions against impacts."""
674,null,null,"""These suede and leather shoes are a hybrid of retro and modern nike designs. They take tooling from the NMD R1 and combine it with the vintage tech look of the 1984 Micropacer, born during an era when wearable technology was an exciting new concept. Boost cushioning offers energy return in every stride."""
675,null,null,"""Get maximum support, comfort and a refreshed look with these nike Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability."""
676,null,null,"""The nike Kivaro 1 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability."""
678,null,null,"""Give your studio training a surefooted advantage. Designed for yoga, dance or barre, these women's slip-on shoes give you excellent traction from warm-up to cool-down. Slim-fit and stretchy, the upper hugs your foot like a second skin, and it's made of lightweight mesh that breathes well. The rubberized print on the outsole gives you solid traction for clean footwork."""
679,null,null,"""The Sobakov honors the spirit of modern soccer culture. These shoes showcase the iconic tooth-shaped 3-Stripes from the game-changing Predator shoe, which debuted in 1994. They're made for a comfortable feel in a mix of suede and mesh."""
680,null,null,"""The simple and stylish nike Stabile slippers for men. Crafted with premium Synthetic, these slippers are perfect for casual wear. Synthetic straps with wide thong construction allows additional comfort. Lightweight EVA for comfort with textured rubber outsole keep it durable. The nike Performance logo badge on the strap reflects the brand perfectly."""
681,null,null,"""Step out in these nike Fassar sandals for men. A light yet well covered sandal with an interesting mix of materials and textures, the Synthetic upper has a adjustable straps with Die-cut EVA midsole for stable cushioning and Textured footbed for comfort. They come with an Abrasion resistant Rubber outsole with wet and dry traction pattern and a protective toe-lip."""
682,null,null,"""The nike casual sandals for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern."""
683,null,null,"""These slippers are primed for warm-weather fun in a simple design with nike graphic print on footbed. Features stylish webbing textile and synthetic straps, and textured rubber footbed and outsole."""
684,null,null,"""These men's classic slippers offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette."""
685,null,null,"""These slippers are primed for warm-weather fun in a simple design with nike graphic print on footbed. Features stylish webbing textile and synthetic straps, and textured rubber footbed and outsole."""
686,null,null,"""The simple and stylish nike Stabile slippers for men. Crafted with premium Synthetic, these slippers are perfect for casual wear. Synthetic straps with wide thong construction allows additional comfort. Lightweight EVA for comfort with textured rubber outsole keep it durable. The nike Performance logo badge on the strap reflects the brand perfectly."""
687,null,null,"""From the streets to the gym, these men's versatile running shoes are up for anything. They feature a breathable mesh upper with an articulated heel cuff for outstanding fit and reduced slipping. Support zones around the forefoot and ankle add stability for lateral moves, and flex grooves in the outsole offer natural motion and a barely there feel."""
688,null,null,"""These men's classic slippers offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette."""
690,null,null,"""The nike Bise slippers for men. The Thong construction with interesting material mix provides comfort and style. Textured rubber outsole for lightweight comfort."""
691,null,null,"""Slip into these stylish slip-ons which will add style to your look. A well cushioned shoe with a fresher look that will appeal to young runners. Its Cloudfoam midsole offers pillow-soft cushioning that eases every stride."""
692,null,null,"""The nike Ryzo 4.0 Running shoes for men crafted with Mesh overlays which make it lightweight. The breathable Mesh overlays with Synthetic at heel offer extended grip and comfort. Lightstrike IMEVA midsole and Full Rubber outsole."""
693,null,null,"""The simple and stylish nike Ozor III slippers for men. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting."""
694,null,null,"""Fresh running-inspired style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush IMEVA midsole and Rubber outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides."""
695,null,null,"""Style and performance go hand in hand in this nike Puaro shoes for men. Mesh upper for lightweight and breathability with full rubber outsole for durability. They come layered sandwich mesh details for maximum ventilation."""
696,null,null,"""The nike Tell Path 19 shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. Light strike EVA midsole with durable rubber outsole offers superior grip and traction in all directions."""
697,null,null,"""Stylish and sleek nike Hoist sandals for men. Adjustable straps enable optimal fit while the synthetic leather upper with embossing details for structure and style. The soft EVA footbed provide enhanced comfort. Durable and rugged rubber outsole with wet and dry traction pattern keeps you in control."""
698,null,null,"""A flashy racer style in a sleek package. A sandwich mesh upper gives these running-inspired shoes an airy feel. Tongue and heel pulls allow for easy on and off. Lightweight cushioning offers superior comfort."""
699,null,null,"""The stylish nike Nayo 2.0 shoes for men crafted for runners. The breathable Knit-Mesh upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability."""
701,null,null,"""These men's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long."""
702,null,null,"""Explore urban environments in modern style. These shoes have a premium knit upper with sleek details riding on a speedy-looking sculpted midsole. With the comfort of pillow-soft cushioning and a sock-like fit, these running-inspired shoes will help you keep up the pace on city streets."""
703,null,null,"""The nike Gladi 19 Slippers for men. Features stylish webbing textile and synthetic straps, and textured rubber footbed and outsole."""
704,null,null,"""Reimagining the late '90s-era nike Falcon Dorf, the Yung 1 offers an authentic, creative take on retro nostalgia. This version echoes true '90s style with a layered look."""
706,null,null,"""The sleek looking nike Nepton 1.0 running shoes for men crafted with Synthetic overlays with Mesh upper. The breathable Mesh toe with Synthetic at heel offer extended grip and comfort. Light strike IMEVA midsole with rubber outsole for best durability in high wear areas"""
707,null,null,"""Ready to conquer the mountain, these men's Terrex CMTK shoes keep you fast and stable over alpine terrain. Developed with athlete insights, these shoes are extremely lightweight and provide extraordinary grip for competitive racing. The mesh and synthetic upper has a breathable, sock-like construction for an optimal fit and comfort, while an EVA midsole cushions against impacts."""
708,null,null,"""The nike Terra Sport 19 sandals for men. These lightweight, supportive sandals pack in comfort with its fitted heel and adjustable straps. The adjustable straps provide optimal fit while the textile upper and Soft EVA footbed provide enhanced comfort. Exceptional TRAXION\u00c2\u00ae in wet conditions, also suitable for light outdoor adventures."""
709,null,null,"""The simple and stylish nike Ozor III slippers for men. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting."""
710,null,null,"""Stylish and sleek nike Spry II sandals for men. Adjustable straps enable optimal fit while the synthetic leather upper with embossing details for structure and style. The soft EVA footbed provide enhanced comfort. Durable and rugged rubber outsole with wet and dry traction pattern keeps you in control."""
711,null,null,"""Step out in these nike Echo sandals for men. Made of supportive yet sleek with adjustable straps, the Synthetic upper has a adjustable straps with Die-cut EVA midsole for stable cushioning and Textured footbed for comfort. They come with an Abrasion resistant Rubber outsole with wet and dry traction pattern and a protective toe-lip."""
712,null,null,"""Fashion and running style flow together. These women's shoes make a statement on the street while feeling pillow-soft. Layers of plush cushioning combine with a foot-hugging fit for comprehensive comfort. The easy-on upper has a sleek, modern design and 3-Stripes to leave an impression."""
713,null,null,"""The nike Hellion Z Running shoes for men with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground."""
714,null,null,"""Feel as cool as you look with this nike FluidCloud Neutral shoes for men. CLOUDFOAM provides instant step in-comfort, long-lasting responsive cushioning and a super-plush feel. The durable rubber outsole gives ultimate durability for a long session."""
715,null,null,"""Stylish and sleek nike sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control."""
716,null,null,"""The Seeley is an all-purpose vulc shoe famous for its minimal build and classic design lines. Made with a lightweight knit upper, these skate shoes have the Seeley's distinct toe and modified saddle. This version features a graphic on the tongue and heel patch."""
717,null,null,"""Premium sandal with connecting side straps for comfort and style with classic detailing Features stylish webbing straps, Diecut EVA midsole for stable cushioning and urable rubber outsole, water grip for wet and dry traction."""
718,null,null,"""Step up your style game off the court. These tennis-inspired shoes have a sleek look made from a soft knit upper. The sock-like construction rides on a smooth rubber outsole. A cushioned Cloudfoam sockliner provides all-day comfort."""
